age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,housing_num,loan_num,default_num,contact_num,education_num,age_z,balance_z,campaign_z,previous_z,duration_z,Financial_Stability,Contact_Intensity,Relationship_History,Investment_Experience,Responsiveness,Investment_Readiness,Financial_Index,Engagement_Index,Investor_Profile_Index,Behavioral_Intelligence_Score
38,admin.,single,secondary,no,100,yes,no,unknown,7,may,786,1,-1,0,unknown,yes,1,0,0,2,1,-0.2712996140542427,-0.4429207591858391,-0.5541683439582252,-0.3632598446560345,1.192713547237673,-0.5654297459215779,0.7192282874897831,-0.3632598446560345,-0.47493743466775007,1.192713547237673,0.05630128550605971,-0.5654297459215779,0.425827566206542,0.05630128550605963,-0.047693256968883276
30,blue-collar,married,secondary,no,309,yes,no,unknown,7,may,1574,2,-1,0,unknown,yes,1,0,0,2,1,-0.9428441833290224,-0.3781199595273081,-0.18678537458947125,-0.3632598446560345,3.4628687207463407,-0.5062336192736735,0.9955829556200647,-0.3632598446560345,-1.048095636044056,3.4628687207463407,-0.24038316865720835,-0.5062336192736735,0.6725065057452737,-0.24038316865720846,-0.020764954991398982
29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown,yes,1,1,0,2,2,-1.0267872544883698,-0.4122256435581139,0.5479805641480366,-0.3632598446560345,3.794173092514738,-1.1083327253316146,1.5482922918806283,-0.3632598446560345,-0.26624798852361975,3.794173092514738,0.7373169054556894,-1.1083327253316146,1.1658643848227375,0.7373169054556894,0.3600166672842334
46,blue-collar,single,tertiary,no,460,yes,no,unknown,7,may,1102,2,-1,0,unknown,yes,1,0,0,2,2,0.40024495522053705,-0.33130215690320197,-0.18678537458947125,-0.3632598446560345,2.1030803427056157,-0.4634651258582018,0.9955829556200647,-0.3632598446560345,0.9517131894010306,2.1030803427056157,1.3890620105641833,-0.4634651258582019,0.6725065057452737,1.3890620105641835,0.7308052616936639
31,technician,single,tertiary,no,703,yes,no,unknown,8,may,943,2,-1,0,unknown,yes,1,0,0,2,2,-0.8589011121696749,-0.25595960036242194,-0.18678537458947125,-0.3632598446560345,1.6450160373910498,-0.394639007315423,0.9955829556200647,-0.3632598446560345,-0.12295843817954319,1.6450160373910498,0.513419058834817,-0.39463900731542306,0.6725065057452737,0.513419058834817,0.3748573293539356
35,management,divorced,tertiary,no,3837,yes,no,unknown,8,may,1084,1,-1,0,unknown,yes,1,0,0,2,2,-0.5231288275322851,0.7157423428425357,-0.5541683439582252,-0.3632598446560345,2.0512240062549103,0.4930196573474116,0.7192282874897831,-0.3632598446560345,0.1636206625086096,2.0512240062549103,0.5765987258702538,0.49301965734741154,0.425827566206542,0.5765987258702538,0.7378063461306821
32,blue-collar,single,primary,no,611,yes,no,unknown,8,may,541,3,-1,0,unknown,yes,1,0,0,2,0,-0.7749580410103275,-0.28448435427909585,0.1805975947792827,-0.3632598446560345,0.486891189991958,-0.42069663244273026,1.2719376237503468,-0.3632598446560345,-1.758298508392454,0.486891189991958,-0.6487316857109663,-0.4206966324427303,0.9191854452840059,-0.6487316857109665,-0.030057319100116393
49,services,married,secondary,no,-8,yes,no,unknown,8,may,1119,1,-1,0,unknown,yes,1,0,0,2,1,0.6520741686985795,-0.47640633987063025,-0.5541683439582252,-0.3632598446560345,2.1520557715757267,-0.5960191319405906,0.7192282874897831,-0.3632598446560345,0.31315509222467064,2.1520557715757267,0.698439450107595,-0.5960191319405906,0.425827566206542,0.698439450107595,0.22371675718128597
41,admin.,married,secondary,no,55,yes,no,unknown,8,may,1120,2,-1,0,unknown,yes,1,0,0,2,1,-0.01947040057620028,-0.45687308447116876,-0.18678537458947125,-0.3632598446560345,2.1549366791563216,-0.5781753234294998,0.9955829556200647,-0.3632598446560345,-0.2600031091516353,2.1549366791563216,0.40175499594432695,-0.5781753234294998,0.6725065057452737,0.40175499594432695,0.2290538420160666
49,admin.,divorced,secondary,no,168,yes,yes,unknown,8,may,513,1,-1,0,unknown,yes,1,1,0,2,1,0.6520741686985795,-0.421837245421341,-0.5541683439582252,-0.3632598446560345,0.4062257777353048,-1.117113012059294,0.7192282874897831,-0.3632598446560345,0.31315509222467064,0.4062257777353048,0.698439450107595,-1.117113012059294,0.425827566206542,0.698439450107595,-0.04836112440573783
28,admin.,divorced,secondary,no,785,yes,no,unknown,8,may,442,2,-1,0,unknown,yes,1,0,0,2,1,-1.1107303256477175,-0.23053536317582124,-0.18678537458947125,-0.3632598446560345,0.2016813395130772,-0.3714137327454318,0.9955829556200647,-0.3632598446560345,-1.1913851863881326,0.2016813395130772,-0.3571355622211239,-0.3714137327454319,0.6725065057452737,-0.357135562221124,-0.002622871601285105
43,management,single,tertiary,no,2067,yes,no,unknown,8,may,756,1,-1,0,unknown,yes,1,0,0,2,2,0.14841574174249464,0.16695088161956984,-0.5541683439582252,-0.3632598446560345,1.1062863198198305,-0.008306391297520501,0.7192282874897831,-0.3632598446560345,0.7367788638849155,1.1062863198198305,1.0436083001259158,-0.008306391297520551,0.425827566206542,1.043608300125916,0.6850546091258585
43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,yes,1,0,0,2,2,0.14841574174249464,-0.3536258773597294,-0.18678537458947125,-0.3632598446560345,4.9407743095914505,-0.483858049870877,0.9955829556200647,-0.3632598446560345,0.7367788638849155,4.9407743095914505,1.21393342021831,-0.48385804987087705,0.6725065057452737,1.2139334202183103,0.6417807383256494
43,blue-collar,married,primary,no,-192,yes,no,unknown,8,may,1120,2,-1,0,unknown,yes,1,0,0,2,0,0.14841574174249464,-0.5334558477039781,-0.18678537458947125,-0.3632598446560345,2.1549366791563216,-0.6481343821952052,0.9955829556200647,-0.3632598446560345,-0.9702059815000332,2.1549366791563216,-0.1769186412018251,-0.6481343821952052,0.6725065057452737,-0.1769186412018252,-0.06645254029205647
37,unemployed,single,secondary,no,381,yes,no,unknown,8,may,985,2,-1,0,unknown,yes,1,0,0,2,1,-0.35524268521359015,-0.3557962390707807,-0.18678537458947125,-0.3632598446560345,1.7660141557760294,-0.48584069526099827,0.9955829556200647,-0.3632598446560345,-0.5465822098397883,1.7660141557760294,0.16825020881649605,-0.4858406952609983,0.6725065057452737,0.168250208816496,0.17276196817072942
35,blue-collar,single,secondary,no,40,yes,no,unknown,9,may,617,4,-1,0,unknown,yes,1,0,0,2,1,-0.5231288275322851,-0.4615238595662786,0.5479805641480366,-0.3632598446560345,0.7058401661171594,-0.582423849265474,1.5482922918806283,-0.3632598446560345,-0.6898717601838648,0.7058401661171594,0.3921480554373685,-0.582423849265474,1.1658643848227375,0.3921480554373685,0.480132219272822
31,technician,single,tertiary,no,22,yes,no,unknown,9,may,483,3,-1,0,unknown,yes,1,0,0,2,2,-0.8589011121696749,-0.46710478968041047,0.1805975947792827,-0.3632598446560345,0.3197985503174622,-0.5875220802686427,1.2719376237503468,-0.3632598446560345,-0.12295843817954319,0.3197985503174622,0.6837441789272112,-0.5875220802686427,0.9191854452840059,0.6837441789272112,0.479172737378509
43,blue-collar,single,secondary,no,3,yes,no,unknown,9,may,929,3,-1,0,unknown,yes,1,0,0,2,1,0.14841574174249464,-0.4729957714675497,0.1805975947792827,-0.3632598446560345,1.6046833312627231,-0.5929035463275432,1.2719376237503468,-0.3632598446560345,-0.11671355880755872,1.6046833312627231,0.6888325096006366,-0.5929035463275432,0.9191854452840059,0.6888325096006366,0.4786401457100297
31,admin.,married,secondary,no,307,yes,no,unknown,9,may,538,1,-1,0,unknown,yes,1,0,0,2,1,-0.8589011121696749,-0.37874006287332274,-0.5541683439582252,-0.3632598446560345,0.4782484672501737,-0.5068000893851367,0.7192282874897831,-0.3632598446560345,-0.9764508608720178,0.4782484672501737,-0.3523320919676446,-0.5068000893851367,0.425827566206542,-0.3523320919676447,-0.1999602514815984
28,blue-collar,single,secondary,no,759,yes,no,unknown,9,may,710,1,-1,0,unknown,yes,1,0,0,2,1,-1.1107303256477175,-0.2385967066740117,-0.5541683439582252,-0.3632598446560345,0.9737645711124717,-0.3787778441944535,0.7192282874897831,-0.3632598446560345,-1.1913851863881326,0.9737645711124717,-0.527460682313518,-0.37877784419445354,0.425827566206542,-0.5274606823135182,-0.2114930092141562
32,blue-collar,married,secondary,yes,-1,yes,no,unknown,9,may,653,1,-1,0,unknown,yes,1,0,1,2,1,-0.7749580410103275,-0.47423597815957896,-0.5541683439582252,-0.3632598446560345,0.8095528390185707,-0.9366024365069485,0.7192282874897831,-0.3632598446560345,-0.9048060856999797,0.8095528390185707,-0.29395589518568677,-0.9366024365069485,0.425827566206542,-0.2939558951856869,-0.39824663671968313
60,technician,married,primary,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,yes,1,0,0,2,0,1.5754479514514015,-0.4537725677410955,-0.18678537458947125,-0.3632598446560345,1.889893181741604,-0.5753429728721839,0.9955829556200647,-0.3632598446560345,0.24775519642461694,1.889893181741604,0.8154767040914567,-0.5753429728721839,0.6725065057452737,0.8154767040914567,0.41568911640604256
26,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,654,1,-1,0,unknown,yes,1,0,0,2,1,-1.2786164679664123,-0.448501689299971,-0.5541683439582252,-0.3632598446560345,0.8124337465991653,-0.5705279769247468,0.7192282874897831,-0.3632598446560345,-1.334674736732209,0.8124337465991653,-0.6442130758774334,-0.5705279769247468,0.425827566206542,-0.6442130758774336,-0.36386238723183206
40,blue-collar,married,secondary,no,10,yes,no,unknown,9,may,1692,2,-1,0,unknown,yes,1,0,0,2,1,-0.10341347173554775,-0.4708254097564984,-0.18678537458947125,-0.3632598446560345,3.802815815256522,-0.5909209009374219,0.9955829556200647,-0.3632598446560345,-0.3316478843236735,3.802815815256522,0.3433787991623693,-0.5909209009374219,0.6725065057452737,0.3433787991623693,0.19627341486601993
33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,may,665,2,-1,0,unknown,yes,1,0,0,2,0,-0.69101496985098,-0.35300577401371475,-0.18678537458947125,-0.3632598446560345,0.8441237299857077,-0.48329157975941384,0.9955829556200647,-0.3632598446560345,-1.6866537332204157,0.8441237299857077,-0.7606806090214027,-0.4832915797594139,0.6725065057452737,-0.7606806090214029,-0.24163944130437157
32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,-1,0,unknown,yes,0,0,0,2,2,-0.7749580410103275,-0.37749985618129345,-0.18678537458947125,-0.3632598446560345,1.1091672274004252,-0.048912549220238126,0.9955829556200647,-0.3632598446560345,-0.05131366300750499,1.1091672274004252,0.5717952556167749,-0.048912549220238175,0.6725065057452737,0.5717952556167749,0.5814965102827191
35,blue-collar,married,primary,no,414,no,no,unknown,13,may,504,4,-1,0,unknown,yes,0,0,0,2,0,-0.5231288275322851,-0.34556453386153896,0.5479805641480366,-0.3632598446560345,0.38029760950995206,-0.019739338479883312,1.5482922918806283,-0.3632598446560345,-1.5433641828763391,0.38029760950995206,-0.3032779752726991,-0.019739338479883364,1.1658643848227375,-0.30327797527269923,0.462695772606519
33,management,divorced,secondary,no,5,yes,no,unknown,13,may,1346,1,-1,0,unknown,yes,1,0,0,2,1,-0.69101496985098,-0.47237566812153503,-0.5541683439582252,-0.3632598446560345,2.806021792370736,-0.59233707621608,0.7192282874897831,-0.3632598446560345,-0.8331613105279413,2.806021792370736,-0.2355796984037291,-0.59233707621608,0.425827566206542,-0.23557969840372922,-0.1923703363591752
38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,yes,1,0,0,2,2,-0.2712996140542427,-0.4370297773986999,0.5479805641480366,-0.3632598446560345,0.5646756946680164,-0.5600482798626775,1.5482922918806283,-0.3632598446560345,0.37855498802472437,0.5646756946680164,1.262702676493309,-0.5600482798626775,1.1658643848227375,1.2627026764933091,0.8814219131045856
23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,yes,1,0,0,2,0,-1.5304456814444547,-0.4726857197945423,-0.18678537458947125,-0.3632598446560345,0.06627868322512369,-0.5926203112718116,0.9955829556200647,-0.3632598446560345,-2.403101484940798,0.06627868322512369,-1.34444257684098,-0.5926203112718116,0.6725065057452737,-1.3444425768409802,-0.5599790696737904
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,yes,1,1,0,2,0,1.5754479514514015,-0.08264071515132705,-0.5541683439582252,-0.3632598446560345,1.8524413831938722,-0.8072538610889236,0.7192282874897831,-0.3632598446560345,0.24775519642461694,1.8524413831938722,0.6451515839990627,-0.8072538610889236,0.425827566206542,0.6451515839990627,0.0895767434281391
48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes,1,0,0,2,2,0.568131097539232,0.13036478420470546,-0.18678537458947125,-0.3632598446560345,0.8959800664364133,-0.04172812787384934,0.9955829556200647,-0.3632598446560345,1.095002739745107,0.8959800664364133,1.5058144041280992,-0.041728127873849385,0.6725065057452737,1.5058144041280994,1.0032572994365136
45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,13,may,470,1,-1,0,unknown,yes,1,0,0,2,2,0.3163018840611896,-0.5963963373244652,-0.5541683439582252,-0.3632598446560345,0.28234675176973034,-0.7056310985087199,0.7192282874897831,-0.3632598446560345,0.8800684142289923,0.28234675176973034,1.1603606936898316,-0.7056310985087199,0.425827566206542,1.1603606936898319,0.3732128185754061
36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,1001,4,-1,0,unknown,yes,1,0,0,2,1,-0.4391857563729376,-0.11271572743303762,0.5479805641480366,-0.3632598446560345,1.8121086770655455,-0.26378441156742377,1.5482922918806283,-0.3632598446560345,-0.6182269850118265,1.8121086770655455,0.4505242522193262,-0.2637844115674238,1.1658643848227375,0.4505242522193262,0.6726284992593066
52,management,married,unknown,no,2240,yes,no,unknown,13,may,845,1,-1,0,unknown,yes,1,0,0,2,3,0.9039033821766218,0.22058982104983713,-0.5541683439582252,-0.3632598446560345,1.3626870944927636,0.04069327334404631,0.7192282874897831,-0.3632598446560345,2.235074263125734,1.3626870944927636,2.264420101873603,0.04069327334404626,0.425827566206542,2.2644201018736037,1.25699909724752
35,blue-collar,divorced,primary,no,300,yes,no,unknown,13,may,945,2,-1,0,unknown,yes,1,0,0,2,0,-0.5231288275322851,-0.380910424584374,-0.18678537458947125,-0.3632598446560345,1.6507778525522392,-0.5087827347752578,0.9955829556200647,-0.3632598446560345,-1.5433641828763391,1.6507778525522392,-0.643928215457487,-0.5087827347752578,0.6725065057452737,-0.6439282154574872,-0.20269789581035108
43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,-1,0,unknown,yes,1,0,0,2,1,0.14841574174249464,0.5445938193424921,-0.18678537458947125,-0.3632598446560345,3.88636213509377,0.3366739065835683,0.9955829556200647,-0.3632598446560345,-0.11671355880755872,3.88636213509377,0.5185073895082425,0.33667390658356827,0.6725065057452737,0.5185073895082425,0.7589737499332111
52,housemaid,married,secondary,no,3923,yes,no,unknown,14,may,942,3,-1,0,unknown,yes,1,0,0,2,1,0.9039033821766218,0.7424067867211657,0.1805975947792827,-0.3632598446560345,1.642135129810455,0.5173778721403293,1.2719376237503468,-0.3632598446560345,0.5280894177407854,1.642135129810455,1.2142182806382564,0.5173778721403293,0.9191854452840059,1.2142182806382567,1.2934799370234866
53,technician,divorced,primary,no,1443,yes,no,unknown,14,may,476,1,-1,0,unknown,yes,1,0,0,2,0,0.9878464533359693,-0.02652136233700117,-0.5541683439582252,-0.3632598446560345,0.29963219725329887,-0.18504506607403895,0.7192282874897831,-0.3632598446560345,-0.25375822977965073,0.29963219725329887,0.23651820652535852,-0.185045066074039,0.425827566206542,0.23651820652535846,0.23157038784084186
48,blue-collar,divorced,primary,no,24,yes,no,unknown,14,may,832,1,-1,0,unknown,yes,1,0,0,2,0,0.568131097539232,-0.4664846863343958,-0.5541683439582252,-0.3632598446560345,1.325235295945032,-0.5869556101571796,0.7192282874897831,-0.3632598446560345,-0.611982105639842,1.325235295945032,-0.055362777384430295,-0.5869556101571796,0.425827566206542,-0.055362777384430385,-0.10890649632300924
41,blue-collar,single,primary,no,1618,yes,no,unknown,14,may,1553,1,-1,0,unknown,yes,1,0,0,2,0,-0.01947040057620028,0.02773768043928077,-0.5541683439582252,-0.3632598446560345,3.402369661553851,-0.13547893132100894,0.7192282874897831,-0.3632598446560345,-1.1134955318441098,3.402369661553851,-0.46399615485813456,-0.135478931321009,0.425827566206542,-0.46399615485813467,-0.05605692798003975
39,management,divorced,tertiary,no,517,yes,yes,unknown,14,may,1328,1,-1,0,unknown,yes,1,1,0,2,2,-0.18735654289489523,-0.3136292115417844,-0.5541683439582252,-0.3632598446560345,2.7541654559200306,-1.0182639776089657,0.7192282874897831,-0.3632598446560345,0.45019976319676275,2.7541654559200306,0.810103512998085,-1.0182639776089657,0.425827566206542,0.810103512998085,0.053224733304265505
59,retired,married,secondary,no,1521,yes,yes,unknown,14,may,1125,2,-1,0,unknown,yes,1,1,0,2,1,1.491504880292054,-0.002337331842429791,-0.18678537458947125,-0.3632598446560345,2.169341217059295,-0.7338959816544394,0.9955829556200647,-0.3632598446560345,1.0296028439450533,2.169341217059295,1.452526538019567,-0.7338959816544394,0.6725065057452737,1.4525265380195673,0.6180084726127449
41,blue-collar,married,secondary,no,2823,yes,no,unknown,14,may,858,1,-1,0,unknown,yes,1,0,0,2,1,-0.01947040057620028,0.40134994641310784,-0.5541683439582252,-0.3632598446560345,1.4001388930404954,0.20581931083556923,0.7192282874897831,-0.3632598446560345,-0.2600031091516353,1.4001388930404954,0.23142987585193295,0.20581931083556917,0.425827566206542,0.2314298758519329,0.43337453109301755
48,blue-collar,married,secondary,no,1405,yes,no,unknown,14,may,629,2,-1,0,unknown,yes,1,0,0,2,1,0.568131097539232,-0.03830332591127953,-0.18678537458947125,-0.3632598446560345,0.7404110570842964,-0.19580799819183975,0.9955829556200647,-0.3632598446560345,0.24151031705263246,0.7404110570842964,0.8103883734180314,-0.1958079981918398,0.6725065057452737,0.8103883734180314,0.6115778577013132
40,admin.,married,secondary,no,1535,yes,no,unknown,14,may,704,1,-1,0,unknown,yes,1,0,0,2,1,-0.10341347173554775,0.002003391579672764,-0.5541683439582252,-0.3632598446560345,0.9564791256289031,-0.15898744094673173,0.7192282874897831,-0.3632598446560345,-0.3316478843236735,0.9564791256289031,0.1730536790699753,-0.15898744094673178,0.425827566206542,0.17305367906997524,0.21677298813214452
48,blue-collar,married,secondary,no,1596,yes,no,unknown,14,may,760,1,-1,0,unknown,yes,1,0,0,2,1,0.568131097539232,0.02091654363311961,-0.5541683439582252,-0.3632598446560345,1.1178099501422094,-0.14171010254710414,0.7192282874897831,-0.3632598446560345,0.24151031705263246,1.1178099501422094,0.6400632533256371,-0.1417101025471042,0.425827566206542,0.6400632533256371,0.43479877570465236
60,retired,married,primary,no,1542,yes,no,unknown,14,may,930,1,-1,0,unknown,yes,1,0,0,2,0,1.5754479514514015,0.004173753290724041,-0.5541683439582252,-0.3632598446560345,1.607564238843318,-0.15700479555661054,0.7192282874897831,-0.3632598446560345,0.24775519642461694,1.607564238843318,0.6451515839990627,-0.1570047955566106,0.425827566206542,0.6451515839990627,0.42909020732388115
40,technician,single,unknown,no,3652,yes,no,unknown,14,may,1028,2,-1,0,unknown,yes,1,0,0,2,3,-0.10341347173554775,0.6583827833361805,-0.18678537458947125,-0.3632598446560345,1.889893181741604,0.4406211720370656,0.9955829556200647,-0.3632598446560345,1.3753369610612753,1.889893181741604,1.7342308605825045,0.4406211720370655,0.6725065057452737,1.7342308605825048,1.357330713284812
57,technician,married,tertiary,no,-1,no,no,unknown,14,may,850,2,-1,0,unknown,yes,0,0,0,2,2,1.3236187379733593,-0.47423597815957896,-0.18678537458947125,-0.3632598446560345,1.3770916323957374,-0.13728188660849736,0.9955829556200647,-0.3632598446560345,1.7398057162934513,1.3770916323957374,2.031200175165719,-0.1372818866084974,0.6725065057452737,2.0312001751657194,1.1884963737320708
51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,may,927,1,-1,0,unknown,yes,1,0,0,2,1,0.8199603110172744,1.7522450857060246,-0.5541683439582252,-0.3632598446560345,1.5989215161015335,1.439874448658151,0.7192282874897831,-0.3632598446560345,0.4564446425687472,1.5989215161015335,0.8151918436715103,1.439874448658151,0.425827566206542,0.8151918436715103,1.3389656887341912
41,blue-collar,divorced,secondary,no,5291,yes,no,unknown,14,may,1423,3,-1,0,unknown,yes,1,0,0,2,1,-0.01947040057620028,1.1665574753951868,0.1805975947792827,-0.3632598446560345,3.0278516760765326,0.9048434283811583,1.2719376237503468,-0.3632598446560345,-0.2600031091516353,3.0278516760765326,0.5720801160367209,0.9048434283811583,0.9191854452840059,0.5720801160367209,1.2084050845158285
41,blue-collar,married,secondary,no,1384,yes,no,unknown,15,may,1162,4,-1,0,unknown,yes,1,0,0,2,1,-0.01947040057620028,-0.044814411044433365,0.5479805641480366,-0.3632598446560345,2.2759347975413013,-0.20175593436220338,1.5482922918806283,-0.3632598446560345,-0.2600031091516353,2.2759347975413013,0.742405236129115,-0.20175593436220343,1.1658643848227375,0.742405236129115,0.8356433247160044
52,blue-collar,divorced,primary,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,yes,1,0,0,2,0,0.9039033821766218,-0.5331457960309708,-0.5541683439582252,-0.3632598446560345,1.1034054122392356,-0.6478511471394737,0.7192282874897831,-0.3632598446560345,-0.32540300495168906,1.1034054122392356,0.1781420097434006,-0.6478511471394737,0.425827566206542,0.17814200974340055,-0.03619938204726049
59,blue-collar,married,primary,no,320,yes,no,unknown,15,may,695,1,-1,0,unknown,yes,1,0,0,2,0,1.491504880292054,-0.3747093911242275,-0.5541683439582252,-0.3632598446560345,0.9305509574035503,-0.5031180336606259,0.7192282874897831,-0.3632598446560345,0.17611042125257872,0.9305509574035503,0.586775387217105,-0.5031180336606259,0.425827566206542,0.586775387217105,0.2222490775919016
44,blue-collar,married,unknown,no,146,yes,no,unknown,15,may,483,1,-1,0,unknown,yes,1,0,0,2,3,0.23235881290184213,-0.42865838222750213,-0.5541683439582252,-0.3632598446560345,0.3197985503174622,-0.5524009333579243,0.7192282874897831,-0.3632598446560345,1.6619160617494286,0.3197985503174622,1.7974105276179413,-0.5524009333579243,0.425827566206542,1.7974105276179415,0.73832300521531
49,unknown,married,primary,no,341,yes,yes,unknown,15,may,520,2,-1,0,unknown,yes,1,1,0,2,0,0.6520741686985795,-0.3681983059910737,-0.18678537458947125,-0.3632598446560345,0.42639213079946814,-1.0681133474177273,0.9955829556200647,-0.3632598446560345,-0.5403373304678037,0.42639213079946814,0.17333853948992164,-1.0681133474177273,0.6725065057452737,0.1733385394899216,-0.12898185972253134
40,services,married,primary,no,-9,yes,no,unknown,15,may,920,2,-1,0,unknown,yes,1,0,0,2,0,-0.10341347173554775,-0.4767163915436376,-0.18678537458947125,-0.3632598446560345,1.5787551630373704,-0.5963023669963222,0.9955829556200647,-0.3632598446560345,-1.185140307016148,1.5787551630373704,-0.35204723154769835,-0.5963023669963222,0.6725065057452737,-0.35204723154769846,-0.11776637618480082
41,admin.,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,yes,1,0,0,2,0,-0.01947040057620028,-0.5688017384268133,-0.5541683439582252,-0.3632598446560345,0.36877397918757304,-0.6804231785486077,0.7192282874897831,-0.3632598446560345,-1.1134955318441098,0.36877397918757304,-0.46399615485813456,-0.6804231785486077,0.425827566206542,-0.46399615485813467,-0.3405877621071756
